,Env,Learning Freq.,Target Update Freq.,Step Size,Buffer Size,Num Episodes,Algorithm
364,CartPole-v1,10,1000,5e-05,10000,85.38999999999999,"RNN, 1"
365,CartPole-v1,10,1000,5e-05,100000,82.16,"RNN, 1"
366,CartPole-v1,10,1000,0.0005,10000,9.670000000000002,"RNN, 2"
367,CartPole-v1,10,1000,0.0005,100000,10.809999999999999,"RNN, 2"
368,CartPole-v1,10,1000,0.005,10000,11.139999999999999,"RNN, 2"
369,CartPole-v1,10,1000,0.005,100000,9.430000000000001,"RNN, 2"
370,CartPole-v1,10,1000,5e-05,10000,10.119999999999997,"RNN, 2"
371,CartPole-v1,10,1000,5e-05,100000,9.370000000000001,"RNN, 2"
372,CartPole-v1,10,1000,0.0005,10000,9.969999999999999,"RNN, 4"
373,CartPole-v1,10,1000,0.0005,100000,15.070000000000002,"RNN, 4"
374,CartPole-v1,10,1000,0.005,10000,9.190000000000001,"RNN, 4"
375,CartPole-v1,10,1000,0.005,100000,10.47,"RNN, 4"
376,CartPole-v1,10,1000,5e-05,10000,16.61,"RNN, 4"
377,CartPole-v1,10,1000,5e-05,100000,18.109999999999996,"RNN, 4"
378,CartPole-v1,10,1000,0.0005,10000,27.190000000000005,"RNN, 8"
379,CartPole-v1,10,1000,0.0005,100000,11.21,"RNN, 8"
380,CartPole-v1,10,1000,0.005,10000,48.04,"RNN, 8"
381,CartPole-v1,10,1000,0.005,100000,121.46999999999998,"RNN, 8"
382,CartPole-v1,10,1000,5e-05,10000,20.529999999999998,"RNN, 8"
383,CartPole-v1,10,1000,5e-05,100000,12.760000000000002,"RNN, 8"
384,CartPole-v1,100,100,0.0005,10000,63.67999999999999,"RNN, 1"
385,CartPole-v1,100,100,0.0005,100000,75.41,"RNN, 1"
386,CartPole-v1,100,100,0.005,10000,104.42,"RNN, 1"
387,CartPole-v1,100,100,0.005,100000,166.16,"RNN, 1"
388,CartPole-v1,100,100,5e-05,10000,9.42,"RNN, 1"
389,CartPole-v1,100,100,5e-05,100000,9.41,"RNN, 1"
390,CartPole-v1,100,100,0.0005,10000,9.41,"RNN, 2"
391,CartPole-v1,100,100,0.0005,100000,9.42,"RNN, 2"
392,CartPole-v1,100,100,0.005,10000,9.36,"RNN, 2"
393,CartPole-v1,100,100,0.005,100000,9.290000000000001,"RNN, 2"
394,CartPole-v1,100,100,5e-05,10000,13.260000000000002,"RNN, 2"
395,CartPole-v1,100,100,5e-05,100000,13.4,"RNN, 2"
396,CartPole-v1,100,100,0.0005,10000,19.279999999999998,"RNN, 4"
397,CartPole-v1,100,100,0.0005,100000,20.02,"RNN, 4"
398,CartPole-v1,100,100,0.005,10000,18.23,"RNN, 4"
399,CartPole-v1,100,100,0.005,100000,20.88,"RNN, 4"
400,CartPole-v1,100,100,5e-05,10000,21.119999999999997,"RNN, 4"
401,CartPole-v1,100,100,5e-05,100000,16.63,"RNN, 4"
402,CartPole-v1,100,100,0.0005,10000,11.54,"RNN, 8"
403,CartPole-v1,100,100,0.0005,100000,13.11,"RNN, 8"
404,CartPole-v1,100,100,0.005,10000,15.239999999999998,"RNN, 8"
405,CartPole-v1,100,100,0.005,100000,19.37,"RNN, 8"
406,CartPole-v1,100,100,5e-05,10000,9.4,"RNN, 8"
407,CartPole-v1,100,100,5e-05,100000,9.5,"RNN, 8"
408,CartPole-v1,100,1000,0.0005,10000,63.04,"RNN, 1"
409,CartPole-v1,100,1000,0.0005,100000,89.36999999999999,"RNN, 1"
410,CartPole-v1,100,1000,0.005,10000,150.42000000000002,"RNN, 1"
411,CartPole-v1,100,1000,0.005,100000,248.31000000000003,"RNN, 1"
412,CartPole-v1,100,1000,5e-05,10000,9.43,"RNN, 1"
413,CartPole-v1,100,1000,5e-05,100000,9.370000000000001,"RNN, 1"
414,CartPole-v1,100,1000,0.0005,10000,10.489999999999998,"RNN, 2"
415,CartPole-v1,100,1000,0.0005,100000,9.460000000000003,"RNN, 2"
416,CartPole-v1,100,1000,0.005,10000,10.18,"RNN, 2"
417,CartPole-v1,100,1000,0.005,100000,11.53,"RNN, 2"
418,CartPole-v1,100,1000,5e-05,10000,12.830000000000002,"RNN, 2"
419,CartPole-v1,100,1000,5e-05,100000,13.620000000000001,"RNN, 2"
420,CartPole-v1,100,1000,0.0005,10000,15.4,"RNN, 4"
421,CartPole-v1,100,1000,0.0005,100000,13.87,"RNN, 4"
422,CartPole-v1,100,1000,0.005,10000,9.510000000000002,"RNN, 4"
423,CartPole-v1,100,1000,0.005,100000,10.67,"RNN, 4"
424,CartPole-v1,100,1000,5e-05,10000,17.34,"RNN, 4"
425,CartPole-v1,100,1000,5e-05,100000,14.98,"RNN, 4"
426,CartPole-v1,100,1000,0.0005,10000,13.780000000000001,"RNN, 8"
427,CartPole-v1,100,1000,0.0005,100000,11.94,"RNN, 8"
428,CartPole-v1,100,1000,0.005,10000,142.27,"RNN, 8"
429,CartPole-v1,100,1000,0.005,100000,78.41999999999999,"RNN, 8"
430,CartPole-v1,100,1000,5e-05,10000,11.27,"RNN, 8"
431,CartPole-v1,100,1000,5e-05,100000,10.17,"RNN, 8"
432,MountainCar-v0,1,1,0.0005,10000,200.0,"RNN, 1"
433,MountainCar-v0,1,1,0.0005,100000,200.0,"RNN, 1"
434,MountainCar-v0,1,1,0.005,10000,200.0,"RNN, 1"
435,MountainCar-v0,1,1,0.005,100000,200.0,"RNN, 1"
436,MountainCar-v0,1,1,5e-05,10000,200.0,"RNN, 1"
437,MountainCar-v0,1,1,5e-05,100000,200.0,"RNN, 1"
438,MountainCar-v0,1,1,0.0005,10000,200.0,"RNN, 2"
439,MountainCar-v0,1,1,0.0005,100000,200.0,"RNN, 2"
440,MountainCar-v0,1,1,0.005,10000,200.0,"RNN, 2"
441,MountainCar-v0,1,1,0.005,100000,200.0,"RNN, 2"
442,MountainCar-v0,1,1,5e-05,10000,200.0,"RNN, 2"
443,MountainCar-v0,1,1,5e-05,100000,200.0,"RNN, 2"
444,MountainCar-v0,1,1,0.0005,10000,200.0,"RNN, 4"
445,MountainCar-v0,1,1,0.0005,100000,200.0,"RNN, 4"
446,MountainCar-v0,1,1,0.005,10000,200.0,"RNN, 4"
447,MountainCar-v0,1,1,0.005,100000,200.0,"RNN, 4"
448,MountainCar-v0,1,1,5e-05,10000,200.0,"RNN, 4"
449,MountainCar-v0,1,1,5e-05,100000,200.0,"RNN, 4"
450,MountainCar-v0,1,1,0.0005,10000,200.0,"RNN, 8"
451,MountainCar-v0,1,1,0.0005,100000,200.0,"RNN, 8"
452,MountainCar-v0,1,1,0.005,10000,200.0,"RNN, 8"
453,MountainCar-v0,1,1,0.005,100000,200.0,"RNN, 8"
454,MountainCar-v0,1,1,5e-05,10000,200.0,"RNN, 8"
455,MountainCar-v0,1,1,5e-05,100000,200.0,"RNN, 8"
456,MountainCar-v0,1,10,0.0005,10000,200.0,"RNN, 1"
457,MountainCar-v0,1,10,0.0005,100000,200.0,"RNN, 1"
458,MountainCar-v0,1,10,0.005,10000,200.0,"RNN, 1"
459,MountainCar-v0,1,10,0.005,100000,200.0,"RNN, 1"
460,MountainCar-v0,1,10,5e-05,10000,200.0,"RNN, 1"
461,MountainCar-v0,1,10,5e-05,100000,200.0,"RNN, 1"
462,MountainCar-v0,1,10,0.0005,10000,200.0,"RNN, 2"
463,MountainCar-v0,1,10,0.0005,100000,200.0,"RNN, 2"
464,MountainCar-v0,1,10,0.005,10000,200.0,"RNN, 2"
465,MountainCar-v0,1,10,0.005,100000,200.0,"RNN, 2"
466,MountainCar-v0,1,10,5e-05,10000,200.0,"RNN, 2"
467,MountainCar-v0,1,10,5e-05,100000,200.0,"RNN, 2"
468,MountainCar-v0,1,10,0.0005,10000,200.0,"RNN, 4"
469,MountainCar-v0,1,10,0.0005,100000,200.0,"RNN, 4"
470,MountainCar-v0,1,10,0.005,10000,200.0,"RNN, 4"
471,MountainCar-v0,1,10,0.005,100000,200.0,"RNN, 4"
472,MountainCar-v0,1,10,5e-05,10000,200.0,"RNN, 4"
473,MountainCar-v0,1,10,5e-05,100000,200.0,"RNN, 4"
474,MountainCar-v0,1,10,0.0005,10000,200.0,"RNN, 8"
475,MountainCar-v0,1,10,0.0005,100000,200.0,"RNN, 8"
476,MountainCar-v0,1,10,0.005,10000,200.0,"RNN, 8"
477,MountainCar-v0,1,10,0.005,100000,200.0,"RNN, 8"
478,MountainCar-v0,1,10,5e-05,10000,200.0,"RNN, 8"
479,MountainCar-v0,1,10,5e-05,100000,200.0,"RNN, 8"
480,MountainCar-v0,1,100,0.0005,10000,200.0,"RNN, 1"
481,MountainCar-v0,1,100,0.0005,100000,200.0,"RNN, 1"
482,MountainCar-v0,1,100,0.005,10000,200.0,"RNN, 1"
483,MountainCar-v0,1,100,0.005,100000,200.0,"RNN, 1"
484,MountainCar-v0,1,100,5e-05,10000,200.0,"RNN, 1"
485,MountainCar-v0,1,100,5e-05,100000,200.0,"RNN, 1"
486,MountainCar-v0,1,100,0.0005,10000,200.0,"RNN, 2"
487,MountainCar-v0,1,100,0.0005,100000,200.0,"RNN, 2"
488,MountainCar-v0,1,100,0.005,10000,200.0,"RNN, 2"
489,MountainCar-v0,1,100,0.005,100000,200.0,"RNN, 2"
490,MountainCar-v0,1,100,5e-05,10000,200.0,"RNN, 2"
491,MountainCar-v0,1,100,5e-05,100000,200.0,"RNN, 2"
492,MountainCar-v0,1,100,0.0005,10000,200.0,"RNN, 4"
493,MountainCar-v0,1,100,0.0005,100000,200.0,"RNN, 4"
494,MountainCar-v0,1,100,0.005,10000,200.0,"RNN, 4"
495,MountainCar-v0,1,100,0.005,100000,200.0,"RNN, 4"
496,MountainCar-v0,1,100,5e-05,10000,200.0,"RNN, 4"
497,MountainCar-v0,1,100,5e-05,100000,200.0,"RNN, 4"
498,MountainCar-v0,1,100,0.0005,10000,200.0,"RNN, 8"
499,MountainCar-v0,1,100,0.0005,100000,199.76,"RNN, 8"
500,MountainCar-v0,1,100,0.005,10000,200.0,"RNN, 8"
501,MountainCar-v0,1,100,0.005,100000,200.0,"RNN, 8"
502,MountainCar-v0,1,100,5e-05,10000,200.0,"RNN, 8"
503,MountainCar-v0,1,100,5e-05,100000,199.18,"RNN, 8"
504,MountainCar-v0,1,1000,0.0005,10000,200.0,"RNN, 1"
505,MountainCar-v0,1,1000,0.0005,100000,200.0,"RNN, 1"
506,MountainCar-v0,1,1000,0.005,10000,200.0,"RNN, 1"
507,MountainCar-v0,1,1000,0.005,100000,200.0,"RNN, 1"
508,MountainCar-v0,1,1000,5e-05,10000,200.0,"RNN, 1"
509,MountainCar-v0,1,1000,5e-05,100000,200.0,"RNN, 1"
510,MountainCar-v0,1,1000,0.0005,10000,200.0,"RNN, 2"
511,MountainCar-v0,1,1000,0.0005,100000,196.4,"RNN, 2"
512,MountainCar-v0,1,1000,0.005,10000,200.0,"RNN, 2"
513,MountainCar-v0,1,1000,0.005,100000,200.0,"RNN, 2"
514,MountainCar-v0,1,1000,5e-05,10000,200.0,"RNN, 2"
515,MountainCar-v0,1,1000,5e-05,100000,200.0,"RNN, 2"
516,MountainCar-v0,1,1000,0.0005,10000,199.87,"RNN, 4"
517,MountainCar-v0,1,1000,0.0005,100000,189.8,"RNN, 4"
518,MountainCar-v0,1,1000,0.005,10000,200.0,"RNN, 4"
519,MountainCar-v0,1,1000,0.005,100000,200.0,"RNN, 4"
520,MountainCar-v0,1,1000,5e-05,10000,197.95,"RNN, 4"
521,MountainCar-v0,1,1000,5e-05,100000,200.0,"RNN, 4"
522,MountainCar-v0,1,1000,0.0005,10000,194.65,"RNN, 8"
523,MountainCar-v0,1,1000,0.0005,100000,183.28,"RNN, 8"
524,MountainCar-v0,1,1000,0.005,10000,200.0,"RNN, 8"
525,MountainCar-v0,1,1000,0.005,100000,200.0,"RNN, 8"
526,MountainCar-v0,1,1000,5e-05,10000,193.0,"RNN, 8"
527,MountainCar-v0,1,1000,5e-05,100000,199.81,"RNN, 8"
528,MountainCar-v0,10,10,0.0005,10000,200.0,"RNN, 1"
529,MountainCar-v0,10,10,0.0005,100000,200.0,"RNN, 1"
530,MountainCar-v0,10,10,0.005,10000,200.0,"RNN, 1"
531,MountainCar-v0,10,10,0.005,100000,200.0,"RNN, 1"
532,MountainCar-v0,10,10,5e-05,10000,200.0,"RNN, 1"
533,MountainCar-v0,10,10,5e-05,100000,200.0,"RNN, 1"
534,MountainCar-v0,10,10,0.0005,10000,200.0,"RNN, 2"
535,MountainCar-v0,10,10,0.0005,100000,200.0,"RNN, 2"
536,MountainCar-v0,10,10,0.005,10000,200.0,"RNN, 2"
537,MountainCar-v0,10,10,0.005,100000,200.0,"RNN, 2"
538,MountainCar-v0,10,10,5e-05,10000,200.0,"RNN, 2"
539,MountainCar-v0,10,10,5e-05,100000,200.0,"RNN, 2"
540,MountainCar-v0,10,10,0.0005,10000,200.0,"RNN, 4"
541,MountainCar-v0,10,10,0.0005,100000,198.53,"RNN, 4"
542,MountainCar-v0,10,10,0.005,10000,200.0,"RNN, 4"
543,MountainCar-v0,10,10,0.005,100000,200.0,"RNN, 4"
544,MountainCar-v0,10,10,5e-05,10000,200.0,"RNN, 4"
545,MountainCar-v0,10,10,5e-05,100000,200.0,"RNN, 4"
546,MountainCar-v0,10,10,0.0005,10000,200.0,"RNN, 8"
547,MountainCar-v0,10,10,0.0005,100000,200.0,"RNN, 8"
548,MountainCar-v0,10,10,0.005,10000,200.0,"RNN, 8"
549,MountainCar-v0,10,10,0.005,100000,200.0,"RNN, 8"
550,MountainCar-v0,10,10,5e-05,10000,200.0,"RNN, 8"
551,MountainCar-v0,10,10,5e-05,100000,196.88,"RNN, 8"
552,MountainCar-v0,10,100,0.0005,10000,200.0,"RNN, 1"
553,MountainCar-v0,10,100,0.0005,100000,200.0,"RNN, 1"
554,MountainCar-v0,10,100,0.005,10000,198.07,"RNN, 1"
555,MountainCar-v0,10,100,0.005,100000,199.0,"RNN, 1"
556,MountainCar-v0,10,100,5e-05,10000,200.0,"RNN, 1"
557,MountainCar-v0,10,100,5e-05,100000,200.0,"RNN, 1"
558,MountainCar-v0,10,100,0.0005,10000,197.94,"RNN, 2"
559,MountainCar-v0,10,100,0.0005,100000,200.0,"RNN, 2"
560,MountainCar-v0,10,100,0.005,10000,193.09999999999997,"RNN, 2"
561,MountainCar-v0,10,100,0.005,100000,197.64000000000001,"RNN, 2"
562,MountainCar-v0,10,100,5e-05,10000,200.0,"RNN, 2"
563,MountainCar-v0,10,100,5e-05,100000,200.0,"RNN, 2"
564,MountainCar-v0,10,100,0.0005,10000,200.0,"RNN, 4"
565,MountainCar-v0,10,100,0.0005,100000,200.0,"RNN, 4"
566,MountainCar-v0,10,100,0.005,10000,195.78,"RNN, 4"
567,MountainCar-v0,10,100,0.005,100000,198.91,"RNN, 4"
568,MountainCar-v0,10,100,5e-05,10000,200.0,"RNN, 4"
569,MountainCar-v0,10,100,5e-05,100000,200.0,"RNN, 4"
570,MountainCar-v0,10,100,0.0005,10000,199.64000000000001,"RNN, 8"
571,MountainCar-v0,10,100,0.0005,100000,199.57999999999998,"RNN, 8"
572,MountainCar-v0,10,100,0.005,10000,198.20999999999998,"RNN, 8"
573,MountainCar-v0,10,100,0.005,100000,198.6,"RNN, 8"
574,MountainCar-v0,10,100,5e-05,10000,200.0,"RNN, 8"
575,MountainCar-v0,10,100,5e-05,100000,200.0,"RNN, 8"
576,MountainCar-v0,10,1000,0.0005,10000,200.0,"RNN, 1"
577,MountainCar-v0,10,1000,0.0005,100000,200.0,"RNN, 1"
578,MountainCar-v0,10,1000,0.005,10000,200.0,"RNN, 1"
579,MountainCar-v0,10,1000,0.005,100000,199.13000000000002,"RNN, 1"
580,MountainCar-v0,10,1000,5e-05,10000,200.0,"RNN, 1"
581,MountainCar-v0,10,1000,5e-05,100000,200.0,"RNN, 1"
582,MountainCar-v0,10,1000,0.0005,10000,200.0,"RNN, 2"
583,MountainCar-v0,10,1000,0.0005,100000,198.98,"RNN, 2"
584,MountainCar-v0,10,1000,0.005,10000,193.56,"RNN, 2"
585,MountainCar-v0,10,1000,0.005,100000,195.74,"RNN, 2"
586,MountainCar-v0,10,1000,5e-05,10000,200.0,"RNN, 2"
587,MountainCar-v0,10,1000,5e-05,100000,200.0,"RNN, 2"
588,MountainCar-v0,10,1000,0.0005,10000,200.0,"RNN, 4"
589,MountainCar-v0,10,1000,0.0005,100000,200.0,"RNN, 4"
590,MountainCar-v0,10,1000,0.005,10000,189.66000000000003,"RNN, 4"
591,MountainCar-v0,10,1000,0.005,100000,189.75000000000003,"RNN, 4"
592,MountainCar-v0,10,1000,5e-05,10000,200.0,"RNN, 4"
593,MountainCar-v0,10,1000,5e-05,100000,200.0,"RNN, 4"
594,MountainCar-v0,10,1000,0.0005,10000,198.99,"RNN, 8"
595,MountainCar-v0,10,1000,0.0005,100000,199.84,"RNN, 8"
596,MountainCar-v0,10,1000,0.005,10000,187.14000000000001,"RNN, 8"
597,MountainCar-v0,10,1000,0.005,100000,188.45999999999998,"RNN, 8"
598,MountainCar-v0,10,1000,5e-05,10000,200.0,"RNN, 8"
599,MountainCar-v0,10,1000,5e-05,100000,200.0,"RNN, 8"
600,MountainCar-v0,100,100,0.0005,10000,200.0,"RNN, 1"
601,MountainCar-v0,100,100,0.0005,100000,199.74,"RNN, 1"
602,MountainCar-v0,100,100,0.005,10000,200.0,"RNN, 1"
603,MountainCar-v0,100,100,0.005,100000,200.0,"RNN, 1"
604,MountainCar-v0,100,100,5e-05,10000,200.0,"RNN, 1"
605,MountainCar-v0,100,100,5e-05,100000,200.0,"RNN, 1"
606,MountainCar-v0,100,100,0.0005,10000,200.0,"RNN, 2"
607,MountainCar-v0,100,100,0.0005,100000,200.0,"RNN, 2"
608,MountainCar-v0,100,100,0.005,10000,200.0,"RNN, 2"
609,MountainCar-v0,100,100,0.005,100000,200.0,"RNN, 2"
610,MountainCar-v0,100,100,5e-05,10000,200.0,"RNN, 2"
611,MountainCar-v0,100,100,5e-05,100000,200.0,"RNN, 2"
612,MountainCar-v0,100,100,0.0005,10000,200.0,"RNN, 4"
613,MountainCar-v0,100,100,0.0005,100000,200.0,"RNN, 4"
614,MountainCar-v0,100,100,0.005,10000,200.0,"RNN, 4"
615,MountainCar-v0,100,100,0.005,100000,200.0,"RNN, 4"
616,MountainCar-v0,100,100,5e-05,10000,200.0,"RNN, 4"
617,MountainCar-v0,100,100,5e-05,100000,200.0,"RNN, 4"
618,MountainCar-v0,100,100,0.0005,10000,200.0,"RNN, 8"
619,MountainCar-v0,100,100,0.0005,100000,200.0,"RNN, 8"
620,MountainCar-v0,100,100,0.005,10000,200.0,"RNN, 8"
621,MountainCar-v0,100,100,0.005,100000,199.1,"RNN, 8"
622,MountainCar-v0,100,100,5e-05,10000,200.0,"RNN, 8"
623,MountainCar-v0,100,100,5e-05,100000,200.0,"RNN, 8"
624,MountainCar-v0,100,1000,0.0005,10000,199.82999999999998,"RNN, 1"
625,MountainCar-v0,100,1000,0.0005,100000,200.0,"RNN, 1"
626,MountainCar-v0,100,1000,0.005,10000,200.0,"RNN, 1"
627,MountainCar-v0,100,1000,0.005,100000,200.0,"RNN, 1"
628,MountainCar-v0,100,1000,5e-05,10000,200.0,"RNN, 1"
629,MountainCar-v0,100,1000,5e-05,100000,200.0,"RNN, 1"
630,MountainCar-v0,100,1000,0.0005,10000,200.0,"RNN, 2"
631,MountainCar-v0,100,1000,0.0005,100000,200.0,"RNN, 2"
632,MountainCar-v0,100,1000,0.005,10000,200.0,"RNN, 2"
633,MountainCar-v0,100,1000,0.005,100000,200.0,"RNN, 2"
634,MountainCar-v0,100,1000,5e-05,10000,200.0,"RNN, 2"
635,MountainCar-v0,100,1000,5e-05,100000,200.0,"RNN, 2"
636,MountainCar-v0,100,1000,0.0005,10000,200.0,"RNN, 4"
637,MountainCar-v0,100,1000,0.0005,100000,200.0,"RNN, 4"
638,MountainCar-v0,100,1000,0.005,10000,200.0,"RNN, 4"
639,MountainCar-v0,100,1000,0.005,100000,200.0,"RNN, 4"
640,MountainCar-v0,100,1000,5e-05,10000,200.0,"RNN, 4"
641,MountainCar-v0,100,1000,5e-05,100000,200.0,"RNN, 4"
642,MountainCar-v0,100,1000,0.0005,10000,200.0,"RNN, 8"
643,MountainCar-v0,100,1000,0.0005,100000,200.0,"RNN, 8"
644,MountainCar-v0,100,1000,0.005,10000,200.0,"RNN, 8"
645,MountainCar-v0,100,1000,0.005,100000,200.0,"RNN, 8"
646,MountainCar-v0,100,1000,5e-05,10000,200.0,"RNN, 8"
647,MountainCar-v0,100,1000,5e-05,100000,200.0,"RNN, 8"
648,MountainCar1000-v0,1,1,0.0005,10000,951.53,"RNN, 1"
649,MountainCar1000-v0,1,1,0.0005,100000,977.51,"RNN, 1"
650,MountainCar1000-v0,1,1,0.005,10000,984.15,"RNN, 1"
651,MountainCar1000-v0,1,1,0.005,100000,900.1700000000001,"RNN, 1"
652,MountainCar1000-v0,1,1,5e-05,10000,1000.0,"RNN, 1"
653,MountainCar1000-v0,1,1,5e-05,100000,999.3,"RNN, 1"
654,MountainCar1000-v0,1,1,0.0005,10000,1000.0,"RNN, 2"
655,MountainCar1000-v0,1,1,0.0005,100000,1000.0,"RNN, 2"
656,MountainCar1000-v0,1,1,0.005,10000,1000.0,"RNN, 2"
657,MountainCar1000-v0,1,1,0.005,100000,1000.0,"RNN, 2"
658,MountainCar1000-v0,1,1,5e-05,10000,1000.0,"RNN, 2"
659,MountainCar1000-v0,1,1,5e-05,100000,1000.0,"RNN, 2"
660,MountainCar1000-v0,1,1,0.0005,10000,1000.0,"RNN, 4"
661,MountainCar1000-v0,1,1,0.0005,100000,998.7700000000001,"RNN, 4"
662,MountainCar1000-v0,1,1,0.005,10000,1000.0,"RNN, 4"
663,MountainCar1000-v0,1,1,0.005,100000,1000.0,"RNN, 4"
664,MountainCar1000-v0,1,1,5e-05,10000,1000.0,"RNN, 4"
665,MountainCar1000-v0,1,1,5e-05,100000,1000.0,"RNN, 4"
666,MountainCar1000-v0,1,1,0.0005,10000,1000.0,"RNN, 8"
667,MountainCar1000-v0,1,1,0.0005,100000,1000.0,"RNN, 8"
668,MountainCar1000-v0,1,1,0.005,10000,1000.0,"RNN, 8"
669,MountainCar1000-v0,1,1,0.005,100000,1000.0,"RNN, 8"
670,MountainCar1000-v0,1,1,5e-05,10000,1000.0,"RNN, 8"
671,MountainCar1000-v0,1,1,5e-05,100000,1000.0,"RNN, 8"
672,MountainCar1000-v0,1,10,0.0005,10000,1000.0,"RNN, 1"
673,MountainCar1000-v0,1,10,0.0005,100000,999.3,"RNN, 1"
674,MountainCar1000-v0,1,10,0.005,10000,1000.0,"RNN, 1"
675,MountainCar1000-v0,1,10,0.005,100000,998.4799999999999,"RNN, 1"
676,MountainCar1000-v0,1,10,5e-05,10000,1000.0,"RNN, 1"
677,MountainCar1000-v0,1,10,5e-05,100000,1000.0,"RNN, 1"
678,MountainCar1000-v0,1,10,0.0005,10000,1000.0,"RNN, 2"
679,MountainCar1000-v0,1,10,0.0005,100000,1000.0,"RNN, 2"
680,MountainCar1000-v0,1,10,0.005,10000,1000.0,"RNN, 2"
681,MountainCar1000-v0,1,10,0.005,100000,1000.0,"RNN, 2"
682,MountainCar1000-v0,1,10,5e-05,10000,1000.0,"RNN, 2"
683,MountainCar1000-v0,1,10,5e-05,100000,1000.0,"RNN, 2"
684,MountainCar1000-v0,1,10,0.0005,10000,1000.0,"RNN, 4"
685,MountainCar1000-v0,1,10,0.0005,100000,1000.0,"RNN, 4"
686,MountainCar1000-v0,1,10,0.005,10000,992.7,"RNN, 4"
687,MountainCar1000-v0,1,10,0.005,100000,1000.0,"RNN, 4"
688,MountainCar1000-v0,1,10,5e-05,10000,998.68,"RNN, 4"
689,MountainCar1000-v0,1,10,5e-05,100000,1000.0,"RNN, 4"
690,MountainCar1000-v0,1,10,0.0005,10000,988.6600000000001,"RNN, 8"
691,MountainCar1000-v0,1,10,0.0005,100000,997.7400000000001,"RNN, 8"
692,MountainCar1000-v0,1,10,0.005,10000,997.5799999999999,"RNN, 8"
693,MountainCar1000-v0,1,10,0.005,100000,994.7199999999999,"RNN, 8"
694,MountainCar1000-v0,1,10,5e-05,10000,999.3799999999999,"RNN, 8"
695,MountainCar1000-v0,1,10,5e-05,100000,1000.0,"RNN, 8"
696,MountainCar1000-v0,1,100,0.0005,10000,997.6899999999999,"RNN, 1"
697,MountainCar1000-v0,1,100,0.0005,100000,998.1299999999999,"RNN, 1"
698,MountainCar1000-v0,1,100,0.005,10000,1000.0,"RNN, 1"
699,MountainCar1000-v0,1,100,0.005,100000,1000.0,"RNN, 1"
700,MountainCar1000-v0,1,100,5e-05,10000,1000.0,"RNN, 1"
701,MountainCar1000-v0,1,100,5e-05,100000,1000.0,"RNN, 1"
702,MountainCar1000-v0,1,100,0.0005,10000,988.6900000000002,"RNN, 2"
703,MountainCar1000-v0,1,100,0.0005,100000,975.0200000000001,"RNN, 2"
704,MountainCar1000-v0,1,100,0.005,10000,996.86,"RNN, 2"
705,MountainCar1000-v0,1,100,0.005,100000,1000.0,"RNN, 2"
706,MountainCar1000-v0,1,100,5e-05,10000,1000.0,"RNN, 2"
707,MountainCar1000-v0,1,100,5e-05,100000,1000.0,"RNN, 2"
708,MountainCar1000-v0,1,100,0.0005,10000,976.0699999999999,"RNN, 4"
709,MountainCar1000-v0,1,100,0.0005,100000,992.8,"RNN, 4"
710,MountainCar1000-v0,1,100,0.005,10000,999.0600000000001,"RNN, 4"
711,MountainCar1000-v0,1,100,0.005,100000,1000.0,"RNN, 4"
712,MountainCar1000-v0,1,100,5e-05,10000,1000.0,"RNN, 4"
713,MountainCar1000-v0,1,100,5e-05,100000,1000.0,"RNN, 4"
714,MountainCar1000-v0,1,100,0.0005,10000,944.8299999999999,"RNN, 8"
715,MountainCar1000-v0,1,100,0.0005,100000,965.9100000000001,"RNN, 8"
716,MountainCar1000-v0,1,100,0.005,10000,994.11,"RNN, 8"
717,MountainCar1000-v0,1,100,0.005,100000,983.15,"RNN, 8"
718,MountainCar1000-v0,1,100,5e-05,10000,955.8299999999999,"RNN, 8"
719,MountainCar1000-v0,1,100,5e-05,100000,1000.0,"RNN, 8"
720,MountainCar1000-v0,1,1000,0.0005,10000,1000.0,"RNN, 1"
721,MountainCar1000-v0,1,1000,0.0005,100000,1000.0,"RNN, 1"
722,MountainCar1000-v0,1,1000,0.005,10000,997.74,"RNN, 1"
723,MountainCar1000-v0,1,1000,0.005,100000,1000.0,"RNN, 1"
724,MountainCar1000-v0,1,1000,5e-05,10000,1000.0,"RNN, 1"
725,MountainCar1000-v0,1,1000,5e-05,100000,1000.0,"RNN, 1"
726,MountainCar1000-v0,1,1000,0.0005,10000,977.24,"RNN, 2"
727,MountainCar1000-v0,1,1000,0.0005,100000,983.21,"RNN, 2"
728,MountainCar1000-v0,1,1000,0.005,10000,998.9,"RNN, 2"
729,MountainCar1000-v0,1,1000,0.005,100000,999.51,"RNN, 2"
730,MountainCar1000-v0,1,1000,5e-05,10000,999.9799999999999,"RNN, 2"
731,MountainCar1000-v0,1,1000,5e-05,100000,999.5599999999998,"RNN, 2"
732,MountainCar1000-v0,1,1000,0.0005,10000,1000.0,"RNN, 4"
733,MountainCar1000-v0,1,1000,0.0005,100000,1000.0,"RNN, 4"
734,MountainCar1000-v0,1,1000,0.005,10000,993.28,"RNN, 4"
735,MountainCar1000-v0,1,1000,0.005,100000,992.57,"RNN, 4"
736,MountainCar1000-v0,1,1000,5e-05,10000,991.1200000000001,"RNN, 4"
737,MountainCar1000-v0,1,1000,5e-05,100000,923.8,"RNN, 4"
738,MountainCar1000-v0,1,1000,0.0005,10000,777.5200000000001,"RNN, 8"
